content,label
"Nie dostalem powiadomienia o gotowości zamowinia , jak zadzwonilem to pani powiedziala, że mozna odbierac, odebrałem,  a kilka gidzin później dostalem wiadomość,  że zamowienie gotowe do odbioru.",3
"jakieś proble,u z systemem, ""zdublowanymi koszykami"", dostałam maila z info , że nie zapłacone = wpłata w poniedzałek, przesyłka dotarła tydzień póżniej...tragedia...",3
"Sprzedają leki, których nie mają na magazynie. Tydzień oczekiwania na zebranie zamówienia. Nigdy więcej.",3
Długi czas oczekiwania na przesyłkę,3
"Fatalny czas realizacji zamówienia, prawie 2 tygodnie i brak jakiegokolwiek powiadomienia, ze towar jest gotowy do odbioru. Nie polecam!",3
Warto zamawiać ceny są przystępne Jeśli chodzi o szybkość wysyłki i kompletowania zamówienia trwa to zazwyczaj ok 2-3 dni w zależności od ilości i dostępności danego produktu. Polecam,3
Obecnie negatywna z powodu braku towaru w paczce za który zapłaciłam . Reklamacja co prawda zostala uwzględniona ale też nie przyszyły wszystkie leki i czekam nadal ...,3
"Zbyt długi czas oczekiwania na przesyłkę pomimo że płatność była dokonana z góry,",3
"11.08.2015 zmówiłem towar i 26.08.2015 zapytałem o status zamówienia (na stronie cały czas był jako ""w trakcie realizacji"". Po interwencji trzymałem informację o możliwości odbioru towaru.",3
"strasznie długa realizacja zamowienia, złozone 30-08-15 a otrzymane 07-09-15",3
Ostrożnie z tym sklepem. Nie składać dużych zamówień bo mylą się i przesyłają niekompletne zamówienie a reklamacja trwa bardzo długo.,3
"Niestety nie najlepiej,  pierwsza przesyłka przyszła uszkodzona po reklamacji w drugiej brakowało części towaru. Raczej nie skorzystam kolejny raz.",3
Towar nie został wysłany. Zrezygnowałem z zamówienia po 10 dniach.,3
"po zmianach, na przesyłkę czeka się tydzień, brak możliwości skorzystania z Poczty Polskiej, zamrożone pieniądze.",3
"Nie polecam, bardzo długo się czeka na zamówienie. Nie można dobrać asortymentu, trzeba anulować zlecenie i ponownie czekać na kompletację zamówienie czyli czas leci.",3
Dlugi czas oczekiwania.. Zamowienie wyslalam 6.5.15 zamowienie otrzymalam 11.5.15,3
Towar otrzymałam po tygodniu od zamówienia!,3
W miarę szybko .niestety na 6 zamówionych  opakowań po 60 szt  5 było  wg zamówienie a jedno w formie 6 paczek po 10tabl nie uprzedzono o tym,3
"zbyd długi okres oczekiwania na przesyłkę, ponieważ sklep nie odnotował mojej płatności. Gdy sprawę wyjaśniłam paczka dostała wysłana. Nie otrzymałam ""przepraszam"".",3
"wysyłka zamówienia po 5 dniach, to chyba jakiś żart...",3
Długo czekałam na realizacje zamowienia.,3
zamówienie zostało anulowane przez aptkę,3
apteka nęka wyskakującymi okienkami i natrętnymi emailami z prośbą o ocenę . Jest wyjątkowo natrętna. Nie polecam,3
Brak możliwości zwrotu po sprawdzeniu produktu. Absurd.,3
"Miałam obiecaną wysyłkę tego samego dnia. Produkt nie został wysłany ani obiecanego dnia, ani następnego. Brak odpowiedzi na e-maile. Nie polecam i sama już nigdy nie skorzystam.",3
"Zamówione produkty otrzymałam dopiero po tygodniu (po interwencji telefonicznej), na dodatek zalane płynem do demakijażu oczu. Nie polecam.",3
Opakowanie dość drogiego produktu do pielęgnacji bylo uszkodzone... Poprzednio leki lodówkowe razem z innymi. Kupuje tylko dlatego ze taniej... Niestety...,3
Minęły 3 dni zanim zaczęło się kompletowanie paczki,3
"Brak kontaktu z apteką ,dokonałam przelew na konto i wysłałam w załączniku dowód wpłaty który apteka ma zaksięgowany ,otrzymałam paczkę a apteka nadal oczekuje na wpłatę . jestem zniesmaczona .",3
Na zakup towaru czekałam 7 dni. Fatalnie,3
Transakcja została anulowana ze względu na zbyt długi czas oczekiwania.,3
Lepiej by było gdyby apteka wysyłała powiadomienie że przesyłka jest do odbioru.  Dla mnie zbyt długo trwała cisza i brak wiadomości że przesyłkę mogę odebrać.,3
Dzwoniłem 10 razy. Zawsze wszyscy zajęci. Po 3 tyg mailowo się dowiaduje że zapomnieli napisać że moje zamowienie anulowano. Masakra,3
Zrezygnowałem bo po 3 dniach oczekiwania ciągle nie miałem jasnej odpowiedzi kiedy będzie zamówione lekarstwo.,3
"Wysyłka dopiero 3 dni od dnia otrzymania płatności! Brak informacji o tak długim czasie realizacji zamówienia. Na maila z zapytaniem o czas realizacji, nie otrzymałem odpowiedzi.",3
Nijak. Zero towaru zero kontaktu,3
Złożenie zamówienia przez aptekę trwało 6 dni przy czym nie zostałam poinformowana o opóźnieniu a zamówiłam jedzie dla niemowlaka :-/,3
Zapłaciłam a nie otrzymałam. A reklamacja nie ma szans.,3
Musiałam interweniować w Payu i wyjaśniać w aptece,3
Zbyt dlugo czas oczekiwania na realizację zamówienia,3
"Transakcja trwała dość długo. Paczka zapakowana beznadziejnie, bez oznaczeń i odpowiedniego zabezpieczenia opakowań szklanych i plastikowych.",3
"Dlugo czekalam na przesylke - 8 dni. Brak kontaktu tel.nikt nie odbierał,wielokrotnie dzwonilam. W koncu na maila wyalalam zapytanie i dostałam odpowiedz. Nie polecam.",3
Pomyłka podczas zamówienia i brak reklamacji,3
"Tragedia. Paczka źle spakowana, tabletki przyszły otwarte. Poza tym problemy z problem komunikacją z apteką i źle działająca strona. Stanowczo odradzam.",3
"przesylka znacznie opozniona, nikt z obslugi sklepu nie raczyl poinformowac ze bedzi eopoznienie, towar przyszedl caly pooobijany, nigdy wiecej",3
Bardzo dlugie kolejki przy odbiorze dlugi czas oczekiwania na przesylke,3
Nie otrzymałem potwierdzenia skompletowania zamowienia wiec od zaplacenia do odbioru osobistego minelo 5 dni.,3
Nie otrzymałam wszystkich produktów zero kontaktu...juz tam nic nie kupie,3
"Jak ostatnio w zwyczaju kurier dojechał dobę później, a Pani z obsługinie odpisuje na maile...Kiedyś było znacznie lepiej...",3
Zbyt dlugi Czas oczekiwania na realizację zamówienia brak możliwości skontaktowania się telefonicznego poważnie zastanowię się czy po raz kolejny skorzystać z tej apteki,3
"Ceny dobre, długi czas oczekiwania na dostawę,bardzo słabo zabezpieczone towary w paczce.",3
Długi czas realizacji zamówienia. Panie farmaceutki zajęte rozmową miedzy sobą a nie klientem.,3
Transakcja ok . zbyt długi termin realizacji.,3
Apteka przez tydzien nie byla w stanie odebrac tel,3
Zbyt długo czekałam na realizację  i odbiór przesyłki,3
"Nie polecam!!!! Nie dość ze na przesyłkę czekałam ponad tydzień, to kurier nie raczył zadzownic ani razu ze zamierza być z przesyłka. Dodatkowo moje probiotyki były rozerwane i poniszczone!!",3
w moim odczuciu zbyt długi okres realizacji zamówienia - przy odbiorze osobistym czekałam 3 dni na skompletowanie 2 opakowań tabletek.,3
"Bardzo długi czas realizacji zamówienia, pomimo 2 próśb o przyspieszenie realizacji paczka została wysłana w 3 dniu od złożenia zamowienia.",3
"Zawsze było ok, ale ostatnie zamówienie słabo czekałem bardzo długo na przesyłkę.",3
Złożyłam zamówienie 5 dni temu i wciąż nie zostało nadane.,3
"Zamówienie złożone 20.09, dziś jest 26.09 zamówienie dalej nie jest zrealizowane.
Nie polecam",3
"zamówiłem w zeszłą środę, mamy poniedziałek wieczór i do tej pory paczki nie ma a ankieta oczywiście przyszła!
Dobrze, że zamówiłem tylko witaminy a nie jakieś ważne leki bo bym zdążył wykorkować!",3
"Nie polecam, sklep sprzedaje produkty, których nie ma na stanie, przez co wydłuża się czas oczekiwania na przesyłkę",3
"Kompletowanie zamówienia (włozenie kilku kosmetyków do pudełka) trwało 5 dni!!!Mimo zapewnień konsultanta o wysłaniu paczki w danym dniu, nastąpiło to w dniu następnym. Brawo",3
"Niestety przez ostatnie zakupy nie mogę wystawić pozytywnej opinii nt, apteki i realizacji zamówienia.",3
Moje zamówienie nie zostalo zrealizowane.,3
jeszcze nie otrzymałam zamówionego produktu.,3
Jeszcze nie dostalem zamowionego towaru !!,3
"Produkty wprawdzie dotarły zgodnie z terminem ale opakowanie  (karton) w którym były zapakowane był mocno pognieciony a leki zapakowane bardzo niechlujnie, wręcz wypadały z tego opakowania..",3
Za długi czas oczekiwania na zamówienie. Nikt mnie nie poinformował o tym że paczka czeka na odbiór,3
"Fatalnie, caly tydzien czekanie i dopiero w piatek przyszla paczka, strasznie dlugoo.",3
"Produkty, za które otrzymano pieniądze w poniedziałek, otrzymałem po telefonicznej interwencji w piątek.",3
Po 5 dniach od zamówienia wciąż nie mam tego co zamówiłem. Proszę się nie tłumaczyć ze to wina firmy kurierskiej bo to wy z nimi współpracujecie.,3
"Ciężko ocenić ponieważ jeszcze nie otrzymałam przesyłki chociaż zamawiałam 6 dni temu. Przykro mi, że sklep tak długo realizuje zamówienie.",3
"Zamówienie zostało złożone w poniedziałek, do dzisiaj Tz do soboty nie zostało zrealizowane.",3
Zamówienie jest zbyt dlugo realizowane.5dni czekania na wysylke i nadal nie mam informacji od przewoźnika o jej nadaniu...nie polecam zwlaszcza jak komus zalezy na czasie(zamowione mleko dla dziecka),3
przy zakupie 2 opakowań jedno muszę wyrzucić gdyż data ważności nie pozwala m i go zużyć..polecono mi zwrot,3
"NIE POLECAM! (=brak komunikacji wewnętrznej, tj. pomiędzy obsługą klienta a sprzedażą)",3
Fatalna długość kompletowania zamówienia. Do tego nie działała płatność pay u.,3
Robiłam zakupy za ponad 150 zł i miałam dostać próbkę kosmetyków Vichy ale widocznie ktoś sobie ją wziął bo jej nie było. Podobna sytuacja była wcześniej. I nie chodzi tu o próbkę tylko o zasady.,3
"Logistyka w tej aptece do poprawy. Chaos, większość osób niekompetentna. Konkrety ustalone z 2 panami.",3
Kompletowanie trwa juz 6 dni zero komunikatu ze maja jakies problemy .,3
"Ceny są atrakcyjne, gorzej z obsługą. około rok temu otrzymałam przeterminowany suplement , tym razem czekam ponieważ 1 produkt wylał się i czekam na nowy.",3
"Witam ! 
Pierwszy raz kupowałam w tej aptece maść dip rylif czekałam 
długo i otrzymałam jedną tube zgniecioną.
Nie jestem zadowolona .",3
Czas realizacji przesyłki oraz kontakt na najniższym poziomie.,3
"nie powiadamiano mnie o statusie paczki, gdy zadzwoniłam po 4 dniach obiecano  że będzie dnia następnego. niestety była po 7 dniach.",3
Panie pracujące w aptece na ulicy pomorskiej w łodzi bardzo się wloką przy realizacji zamówienia oraz nie aktualizują statusu zamówienia na bieżąco,3
"Zamówienie złożyłam 16 sierpnia, jest 29 a ja nadal czekam. Status zamówienia- czeka na realizacje. Pisze maile nikt nie odpisuje, dodzwonić się nie da.",3
Pierwszy raz tak kiepska obsługa,3
Sklep nie zrealizował zamówienia na czas. Pracownicy dopuścili się rażących uchybień - źle nadali paczkę. Pracownicy infolinii nie informowali o stanie faktycznym.,3
Za każdym razem firma realizuje zamówienie z odbiorem osobistym w 3-4dni.  Zamówienie długo oczekuje na obsługę. Gubią się w przelewach.,3
Bardzo zawiodłam się po tym jak złożyłam zamówienie mija tydzień a ja w dalszym ciągu nie otrzymałam zamówienia,3
Bardzo dlugi termin oczekiwania na przesyłkę. Brak kontaktu telefonicznego z apteką. I na sam koniec - pomylone przesyłki. Już nigdy wiecej nie zamowie nic w tej aptece. Nie polecam.,3
"brak informacji co się dzieje z przesyłkom,
jeszcze nie odebrana",3
Brak wiadomości o paczce. Miała być wysłana w poniedziałek po interwencji dopiero we wtorek. Zapakowane w taki sposób iż opakowania strasznie pogniecione.,3
Przy zamówieniu kilka razy wyrzuciła mnie ze strony.  Ponad tydzień brak informacji o etapie zamówienia.,3
"Do tej pory nie otrzymałam ani potwierdzenia wpłaty, ani żadnej informacj co z zamówieniem mimo, że przelew dokonałam ponad 1 tydzień temu.",3
negatywna z uwagi na dostarczenie towaru nie odpowiadającego zamówieniu,3
gdybym wystawiła opinię to byłaby zdecydowanie negatywna  /tydzień czekam na przesyłkę i do tej pory jej nie otrzymałam/ więc opinii nie będzie.,3
"Brak odpowiedniego kontaktu ze sklepem i nagle anulowanie zamówienia bez podania przyczyny.
Pierwszy raz spotkałem się z taką obsługą przez internet.",3
"Niestety praktycznie brak obsługi - wielokrotne próby dodzwonienia się bez rezultatu, wiadomości wysyłane przez formularz kontaktowy na stronie pozostają bez odpowiedzi.",3
"Nie polecam, 6-ego sierpnia złożyłam zamówienie opłacone online do dnia dzisiejszego - 12 sierpień nie otrzymałam paczki. Na maila z zapytaniem nie otrzymałam odpowiedzi!!!",3
Prawie tydzień czasu od kiedy zamówiłem produkt. Niestety wciąż nie otrzymałem go ..,3
"Apteka internetowa ok, ale obsługa przy odbiorze niezbyt miła.",3
"Długi czas oczekiwania na przesyłkę, miała dotrzeć w ciągu 2 dni, w rezultacie zamówiony produkt otrzymałem po 6 dniach",3
Zawiodlam sie - to wystarczy zeby wiecej nie robic u Panstwa zakupow. Nie lubie jak ktos mnie zbywa lub ustala cos a potem sie nie wywiazuje.,3
"Odebrałam z apteki leki w stanie, jakby je pis pogryzł. Pani farmaceutka, zapewniała mnie, że ""one tylko tak wyglądają, ale w środku jest wszystko"". Fatal.
A poprzednio było świetnie..",3
"Zbyt powolna wysyłka,źle zapakowana. Całą paczka była mokra od jednego produktu...",3
Sprzedają przeterminowane mleko dla noworodka,3
Dla mnie totalna kpina zamówienie złożone w niedzielę do odbioru w piątek. Jakoś trudno uwierzyć aby przesyłka szła cały tydzień.,3
"Po paru dniach dostalam informacje ze produktow jednak nie ma, mimo ze dokonujac zakupow byly one dostepne.",3
"Dodzwonienie sie na infolinie graniczy z cudem, tragiczny czas oczekiwania, ale przynajmniej przesyłka ładnie zapakowana.",3
"Zamówienie złożone w dniu 18.07.2017 r., przelew w dniu 19.07.2017 r. Poza informacją o zawarciu zamówienia z Melissy nie otrzymałem żadnej informacji ani przesyłki.",3
do dnia dzisiejszego nikt nie wysłał mi zamówienia chociaż opłacone  i nawet nie zadzwonili a status przesyłki oczekuje po prostu masakra,3
niestety realizacja zamówienia trwała ponad tydzień a na dodatek nie otrzymałam jednego z zamówionych preparatów.,3
"Nie dostałem gratisowych kubkow, stąd ocena będzie niska.",3
"Zrobiłam zakupy za ok. 600 zł. Obiecano mi próbki kosmetyków, których ostatecznie nie przekazano.",3
Bardzo długi czas realizacji po tygodniu od momentu zapłacenia za zamówienie zaczęto dopiero kompletować zamówienie.,3
"Ceny ok, czas realizacji beznadziejny. Dodatkowo dzwonią do człowieka w sprawie jakiegoś innego zamówienia. Z takim chaosem To nic dziwnego że tyle im zajmuje złożenie małej paczki.",3
Czekam juz Tydzień na paczkę a zamówiłam kuriera...pierwszy i ostatni raz tutaj kupuje,3
"Towar wysłany i zapakowany jak śmiecie, nie polecam, bardzo długi okres oczekiwania na przesyłkę - tydzień czasu z miejscowości oddalonych o 100km. Towar uszkodzony prawdopodobnie przez złe pakowanie",3
"Pracownicy niestety niekompetentni, popełniający błedy, za które klient musi płacić!",3
"Kilka dni oczekiwania zanim zrobiono wysyłkę, ale ogólnie ok. Ceny bardzo niskie, ale obsługa fatalna.",3
zamówienie nie zostało zrealizowane,3
Szybka dostawa. Ale to w jakim stanie przyszła paczka to szok. Opakowanie poobijane z każdej strony. Bardzo słabo,3
Dość długie oczekiwanie na skompletowanie i wysłanie paczki. Pogięte papierowe opakowania leków. Ceny wielu leków i suplementów bardzo korzystne wiec mmo wszystko polecam.,3
Dramat. 16 dni po złożeniu i opłaceniu zamówienia nadal nie mam mleka dla dziecka! W dodatku sklep nie odpowiada na maile. Nie mam ani zamówienia ani pieniędzy! NIE POLECAM!,3
"Jutro mija tydzień od złożenia i opłacenia zamówienia, a ono nadal ma status ""w realizacji"" . Stanowczo za długo jak dla mnie",3
"ostatnie zakupy mało udane, uszkodzone opakowania 2 produktów, wydłużający się czas realizacji zamówienia (okazało się, że nie ma zamawianego produktu),",3
Strona mało funkcjonalna w wersji mobilnej. Nie udało mi się dokonać płatności. Podczas kompletowania zamówienia cały czas wykakiwały różne komunikaty co bardzo utrudniało korzystanie ze strony,3
Trudno ocenić ponieważ produkt jeszcze nie dotarł (2xBalsam Avene Xeracalm),3
"Zaraz po tym jak zamówiłem i zapłaciłem za mleko 10xBebilon2,   kilkukrotnie próbowałem się do apteki dodzwonić, bez skutku, a 3 mleczka były poważnie uszkodzone,",3
"zamawiałam proszek zasadowy,niestety 3 puszki przyszły zgniecione i co najmniej 1/3 proszku wysypana.",3
"za długie oczekiwanie w kolejce, jeśli ktoś potrzebuje informacji o lekach i ich działaniu to powinien być punkt informacji, a nie przy zakupie leku udziela sie porad, a inni czekają na wydanie leków",3
Nie powiadamiają o odbiorze!!!!!!!!!!!!!!,3
"generalnie dramat. Złożylem zamówienie kilka dni temu i do tej pory nikt się nie odezwał, nie potwierdził, a teraz przysłali, żebym wystawił opienię hahaha",3
"Negatywna. Sklep przez dwa tygodnie zwodziłz zamówienie
  Po czym bez żadnej komsultacji poprostu anulował zamówienie.",3
"Długie oczekiwanie na zamówione produkty, brak dostatecznych informacji od sprzedawcy.",3
Do dzisiaj tj.23.05.2017 godz.18.00 nie otrzymaliśmy zamówienia. Tata ma udar liczyliśmy na szybką dostawę a tu kicha. Nie chce mi się dalej pisać.,3
"Bardzo długo czekałam na realizację, 5 dni roboczych, nie polecam.",3
"Do dnia dzisiejszego tzn.18.05.2017 nie otrzymałem przesyłki,jakikolwiek kontakt czy to telefoniczny czy mejlowy pozostaje bez odpowiedzi.Sklep jest niewiarygo",3
"11 maja  złożone zamówienie. Dziś 17 maja, przesyłki brak.",3
"jedna wielka pomyłka, czas realizacji przechodzi wszelkie oczekiwania, podane informacje przez maila błędne",3
wszystko byłoby dobrze gdyby nie te nahalne domaganie się wystawienia opinii,3
Dramat ani zamówienia ani żadnego kontaktu i kompletnie nie da się dodzwonić,3
"8 maja zrobiłam przelew przez pocztę, 11 maja dostałam e-maila, że zamówienie anulowali. Teraz nie odbierają telefonu, nie odpisują na e-maile. To ma być rzetelna firma!!!!!",3
"Zamówiłam towar 6 dni temu ,do tej pory nie otrzymałam .Próba kontaktu z apteką ,telefon nie odpowiada.",3
Bardzo długi czas oczekiwania na realizację zamówienia (zamówienie złożone 2.05 a nadal 9.05 nie dotarła do mnie przesyłka i brak jakiejkolwiek informacji o tym że została ona już nadana),3
"słabo, kiepski kontakt i brak realizacji zamówienia",3
"Nie polecam, wybralam dostawe do paczkomatow, ale niestety nie doczekalam sie przesylki. Dostalam za to z 5 maili z prosba o wystawienie opini, wiec postanowilam ja wystawic.",3
Otrzymałam przesyłkę niezgodna z zamówieniem.,3
Wielokrotnie wysyłana ta sama treść w poczcie elektronicznej co jest bardzo denerwujące .,3
Zamówienie złożone 1 maja do dnia dzisiejszego tzn 07 maja nie otrzymałam maila o możliwości odbioru więc trudno ocenić coś co nie zostało zrealizowane.,3
Jak mam wystawić Wam pozytywna opinie skoro przesyłki nie mam do dzis dnia. Kurier mial byc wczoraj w godzinach 16:30-17:30. Nikogo nie bylo. Żadnej informacji. Proszę o interwencję!!,3
"Nie polecam, jeden lek niepełnowartościowy , brak możliwości wymiany, nie miła obsługa. Proponuje sprawdzać rachunki czy wszystko się zgadza bo zdarzają się sytuacje, ze lek nabity jest dwa razy.",3
pierwszy raz  i ostatni kupiłam..zamówienie złożyłam 27.04 a do tej pory nie otrzymałam..dostawa ma odbyć się 4.04,3
"do dziś zlecenie nie jest zrealizowane i nie wiem kiedy będzie mimo przyjęcia do ralizacji  i wpłaty należności  26.04 17,  nr17042613100029",3
"Dostałam lek z krótkim terminem ważności,  choć nie było takiej informacji przy zamowieniu",3
"Jestem zawiedziona poziomem obsługi klienta. Nie skorzystam więcej z usług tej apteki. Zero chęci pomocy, jakbym rozmawiała z robotem nie człowiekiem.",3
"towar niby dostępny a oczekuje się ponad 48h na spakowanie, chociaż spakowanie to za dużo powiedziane, wrzucenie do otwartego pudła lepiej opisuje zapakowanie towarów",3
długi czas realizacji zamówienia,3
Jestem zadowolona z produktów kupionych w aptece internetowej,1
Niestety zawiodłam się i już tutaj nie wrócę.  Baardzo długa realizacja zamówienia prawie tydzień minął a przesyłki dalej nie ma. Wracam do konkurencji,3
sklep dość długo realizował zamówienie - wysyłka nasyąpiła dopiero w 3 dniu od złożenia zamówienia,3
Nie dostałam przesyłki jeszcze!!!! Jestem niezadowolona,3
"zawiodła się czas realizacji zamówienia masakra, nie wszystko dostępne mimo że na stronie jest, opakowania leków zniszczone",3
"Nie polecam! Około miesiaca temu zamówiłam JEDNA rzecz, która do dzisiaj do mnie nie dotarla!!!",3
Niesłychanie długo trwa realizacja zamówienia !,3
BRAK kontaktu z apteką . KATASTROFA . towar po 2 tygodniach nie wysłany  szczerze odradzam .,3
Do dnia dzisiejszego opłaconej  przesyłki nie ma ale już zdążyliście wysłać prośbę o wystawienie opinii!,3
"Czekam tydzień na realizację zamówienia.
Jeszcze nie otrzymałam przesyłki.",3
Czekam już tydzień i nadal nie dostałam zamówienia za ok.500zl. Zapłaciłam z góry z przesyłką xpress.,3
"Sklep od prawie tygodnia ma status ""przygotowane do nadania"". Sklep nie odpowiada na e-maile oraz nie odbiera telefonów. Czekam i nie mogę się doczekać.",3
"złożyłam 2 zamówienia 1 bez recepty super 2 na recepte nie zrealizowane z powodu leku Twynsta - czas oczekiwania tydzień bez efektu, średnio apteka sprowadza go przez 1 dzień",3
Spamują prośbami o ocenę! Wielki negatyw!,3
"Towar zamówiony w weekend dotarł do mnie zamiast w poniedziałek w czwartek, i to tylko po mojej interwencji u kuriera, do apteki nie da się dodzwonić, na @ nie ma odpowiedzi",3
"Tym razem słabiutko. Bardzo długie oczekiwanie .
Pomyłka w zawartości produktów,
Choć szybka zamiana przez kuriera po mojej interwencji.",3
nie moge wystawić ponieważ produktu nie otrzymałam,3
Do dnia dzisiejszego tj.18 marzec moja przesylka nadal do mnie nie dotarła.,3
"Za długo idzie paczka .
Opakowania leków pogniecone (  a nawet kiedyś pęknięte ). Ceny kuszące nie da się ukryć , ale jak coś potrzebne  na szybko to za długo się czeka.",3
"NEGATYWNA ! 08 marca złożyłem zamówienie i mimo interwencji telefonicznych do tej pory ( 13,08,2017. godz 19,30 ) towaru nie otrzymałem.",3
7.03 O GODZ 8.I PARĘ MINUT ZOSTAŁO PRZYJĘTE ZAMÓWIENIE I DO DZISIAJ NIE MAM PRZESYŁKI,3
"Fatalne podejście do klienta. Mimo, że przesyłka wysłana pocztą polską w innej cenie, firma policzyła mi koszty przesyłki jak za kuriera za odbiorem. 
Natomiast produkty zgodne z zamówieniem.",3
W porównaniu do transakcji przeprowadzonych w innych sklepach internetowych ten sklep wypada bardzo słabo.,3
"Szczególnie NIE polecam 
Brak kontaktu ze sprzedajacym",3
Kolejny raz moje zamówienie ma opóźnienie.,3
"Szczyt dziadostwa. Nie odpisują na mejle, dostawa tylko na pocztę, nie do kiosku ruchu, więc trzeba swoje odestać.",3
"Towaru nie wysłano, pieniędzy nie oddano.",3
"Duża część produktów z krótkim terminem ważności, kontakt telefoniczny z apteką niemożliwy.",3
Na 5 zamowien 3 bledne. Problem z rekamacja. Ostatnie zamowienie w tym sklepie.,3
"sklep moze i ok ale jak chcialam domowic  rzeczy to kontakt po kilku dniach, szybciej wyslali zamowienie niz odpisali. a teraz cisza czy dosla czy nie... widac o klienta nie walcza",3
Apteka nie jest godna polecenia.,3
"Zamówienia w ogóle nie dostarczono, dopiero po 10 dniach poinformowano mnie o braku towaru",3
"Brak kontaktu telefonicznego,  po prostu nie odbierają telefonu. Kilka dni na realizację zamówienia z odbiorem osobistym to nie jest standard z XXI wieku.  Nie polecam",3
"Brak powiadomienia smsem, mailem o oczekującej przesyłce",3
"bardzo długa realizacja - ponad tydzień trwało aż przesyłka została wysłana, a akurat zależało mi na szybkim otrzymaniu przesyłki.",3
Nie polecam odbioru osobistego - obsługa złośliwa i nie kulturalna.,3
"Czekam już ponad tydzień na paczkę, którą  opłaciłam w payu - ponad 400zł i jeszcze nie mam pewności czy dojdzie. Masakra.",3
"brak kontaktu, próbowałam dzwonić w celu wyjaśnienia płatności. Niestety zero kontaktu telefonicznego na podany numer telefonu",3
nie otrzymałam jeszcze informacji o wysyłce. Czekam juz 6 dzień,3
paczka z Łodzi do Szczecina przyszła na 9 dzień,3
"Nie polecam!!!!
Nie otrzymałam paczki za którą zapłaciłam 150 zł. Brak kontaktu, nie odbierają telefonu. Porażka",3
Nigdy więcej zakupów w tej aptece. Wysyłka kurierem trwa tydzień....,3
"Niestety po złożeniu zamówienia okazało się , że nie wszystkie leki są dostępne. Więc teraz jest problem zwrotu pieniędzy.",3
"Produkty za przystępną cenę, lecz czas oczekiwania na realizację zamówienia oraz sama przesyłka strasznie długi",3
"Pierwszy raz zawiedziona, towar był upchany tak, że kartoniki pogniecione, a chusteczki nawilżane otwarte!",3
"Bardzo pozna wysyłka. Automatyczny mail ze wysyłka nastąpiła w środę, faktycznie wysyłka w czwartek. Odpowiedz jedynie na jednego meila, drugiego zignorowali.",3
Otrzymałam przesyłkę w tragicznym stanie wszystko oklejone w środku pomimo kilkukrotnie próbie kontaktu nikt nie odbiera telefonu i nie odpisuje na @. Towar zmarnowany pieniądze stracone. Brak słów.,3
Nie otrzymalam przesylki chociaz bylo platne z. Gory.,3
"Bez komentarza jeżeli chodzi o szybkość realizacji. Nie polecam, jeżeli potrzebujesz coś na teraz. Zamawiaj z minimum tygodniowym wyprzedzeniem.",3
produkty w dobrej cenie ale obsluga przy odbiorze nie mila problem z wydaniem lekow w raklamowce a nie kartonie oraz musialam z farmaceuta sprawdzac czy zamowienie jest kompletne,3
"Wysylka była po 3 dniach, jak napisałam maila t otrzymalam odpowiedz ze już zostal towar wyslany, jak się pozniej okazało został wysłany dnia następnego",3
"Ja juz i moja rodzina zamówienia w tej aptece nie zrealizujemy. Mówili jedno, a zrobili co innego.",3
Małe kłamstewko dotyczace wysyłania przesyłek. Zamówienie składam w czwartek a otrzymuje je we wtorek. To chyba nie jest 48 h ? Czas mizerny,3
Nie mam co oceniać bo zamówionego towaru jeszcze nie otrzymałam a do konsultanta nie mogę się dodzwonić,3
Już więcej nie dokonam zakupu w tej aptece. Przesyłka kurierska dotarła po tygodniu z winy nadawcy a nie firmy kurierskiej. Na domiar złego zawartość paczki nie zgadzała się ze złożonym zamówieniem.,3
"Niestety do dziś nie mam towaru:(w czwartek po moim mailu otrzymałam odpowiedź,że towar zostanie w piątek dopiero zapakowany i od tego dnia cisza:(",3
"Niskie ceny, bardzo długo czekałam na przesyłkę mimo iż otrzymałam potwierdzenie skompletowania zamowienia",3
bardzo duzy wybór wszystkiego  i dostepnosc,1
"długi czas dostawy,inne apteki wrzuca zawsze jakieś produkty dodatkowo w ramach gratisu",3
Paczkę zamówiona i opłacone 6 stycxnia otrzymałam 18 stycznia. Po dwóch telefonach w końcu wysłano paczkę. Pomimo zapewnień ze otrzymam paczkę 14 stycznia dotarła dopiero po kolejnym telefonie.,3
ABSOLUTNIE  NEGATYWNA. Jak można podczas pakowania produktu zniszczyć go?  Strach pomyśleć jak PAŃSTWO obchodzicie się z lekami i innymi produktami. Szkoda słów.,3
"Dłuuuugi czas oczekiwania, nie polecam i nie skorzystam",3
Sprzedają leki o krótkim terminie ważności. Następnym razem będę kupował w innej aptece.,3
zakupiony towar jeszcze do mnie  nie dotarł,3
długi czas realizacji zamówienia,3
Sklep nie spieszy się z wysyłką zamówionego towaru.  Przyspieszona realizacja nastąpiła po ponagleniu,3
Brak informacji przy produkcie o krótkim terminie przydatności,3
"brak kontaktu z obsługą klienta, nie odpowiadają na maile, dodzwonić też się nie można. jakie kolwiek zmiany w zamówieniu nie są możliwe.",3
Chcecie opinię a transakcja jeszcze nie doszła do skutku!!! Jeszcze nie ma zakupionego przeze mnie towaru,3
"mega wolna wysylka! 
zamowilam towar w nocy z srody na czwatek, a wyslali przesylke dopiero w poniedzialek.",3
Kupiłem i zapłaciłem 03.01.2017 po tygodniu ani widu ani słychu przesyłki .... zamówienie w trakcie realizacji.,3
Bardzo długi czas realizacji  zamówienia,3
